clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-7BB5B895D6A5,modules/instrument-identifier/audio/II203.mp3,Bach,Partita BWV 1013,,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-7C123A03E607,modules/melody-master/audio/melodic-devices/MDA004.mp3,Mozart,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,European Archive,Existing EchoAural Melody Master,PDM 1.0,Classical,Concerto,,,,Melodic device,MEL.DEVICE,1,high
CLIP-7C1A1EAE77F3,modules/texture-trainer/audio/TT017.mp3,,"J. S. Bach — Brandenburg Concerto No. 3, movement I",,See source page,https://commons.wikimedia.org/wiki/File:Bach_-_Brandenburg_Concerto_No._3_-_1._Allegro.ogg,Check the current licence statement on the source page,,Concerto,,,,Homophonic texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-7C3B0CFAF574,modules/meter-master/audio/MTR016.mp3,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,,,,,,Pulse analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-7DD41093F678,audio/piano/Ds4.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-7E0AC5ACD21B,modules/instrument-identifier/audio/II177.mp3,Mozart,Clarinet Concerto K662,,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-7E20DA6BED3D,modules/instrument-identifier/audio/II011.mp3,Beethoven,Violin Sonata No. 5 (1),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-7F3C6260AFEF,modules/texture-trainer/audio/TT064.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 2 in C minor, BWV 847",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_04_Fugue_No._2_in_C_minor,_BWV_847.ogg",CC0 1.0,,Fugue,,,,Fugal polyphony,TEX.TYPE,1,high
CLIP-7F56E263BAF9,modules/melody-master/questions/mm010/MM010-audio.mp3,Mozart,"Piano Sonata no. 11 in A major, K. 331",III. Alla Turca,,Musopen,PDM 1.0,Classical,Sonata,,,,dictation,MEL.DICTATION.PITCH,2,high
CLIP-80BBC8C616E4,audio/piano/D4.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,19,high
CLIP-80EB25C0BC48,audio/piano/C3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-8123B5AC6606,modules/meter-master/audio/MTR021.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,,,,,,Beat-unit analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-81348CBD3138,audio/piano/G3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-814FF391A831,modules/instrument-identifier/audio/II235.mp3,,Concerto for Oboe and Orch.,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-824757EBEE02,modules/instrument-identifier/audio/II137.mp3,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-830F4973A196,audio/piano/Cs4.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-83C6C0E30D6C,modules/instrument-identifier/audio/II249.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-83F1AD77A603,modules/instrument-identifier/audio/II106.mp3,Bach,Suite No. 4 (Bouree),,,MusOpen,PD,Baroque,Suite,Solo,ACOUSTIC GUITAR,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-843210991A7E,modules/instrument-identifier/audio/II193.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-853BE2324B22,modules/instrument-identifier/audio/II084.mp3,Vivaldi,Sonata No. 5 (4),,,MusOpen,PD,Baroque,Sonata,Harpsichord,CELLO,Strings,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-85D68D6217F6,modules/instrument-identifier/audio/II058.mp3,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-8679929A56DB,modules/instrument-identifier/audio/II160.mp3,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-86C34A7CC395,modules/instrument-identifier/audio/II182.mp3,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-8717BFBEF8BE,audio/piano/Cs4.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-87B3B1997579,audio/piano/C3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-87E481200A13,modules/texture-trainer/audio/TT071.mp3,,"Edvard Grieg — Peer Gynt Suite No. 1, Op. 46 — I. Morning Mood",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Suite,,,,Homophonic texture,TEX.TYPE,1,high
CLIP-87E9492E1C09,modules/instrument-identifier/audio/II214.mp3,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-880A1ABB030C,modules/instrument-identifier/audio/II015.mp3,Beethoven,Violin Concerto Op 61 (2),,,MusOpen,PD,Classical/Romantic transition,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-8895B408801D,modules/instrument-identifier/audio/II016.mp3,Beethoven,Violin Concerto Op 61 (2),,,MusOpen,PD,Classical/Romantic transition,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-88A76ADC73FC,modules/texture-trainer/audio/TT089.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 16 in G minor, BWV 861",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_32_Fugue_No._16_in_G_minor,_BWV_861.ogg",CC0 1.0,,Fugue,,,,Fugal polyphony,TEX.TYPE,1,high
CLIP-890F00F069F8,audio/piano/C4.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-8970C2F99BBD,modules/instrument-identifier/audio/II181.mp3,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-8A44A4F2C79F,audio/piano/Gs3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-8A9A68F102CF,modules/texture-trainer/audio/TT124.mp3,,Balinese traditional — Gamelan Gong Lagu Kebiar,,Historic 1931 recording,https://commons.wikimedia.org/wiki/File:Gamelan_Gong_Lagu_Kebiar_(1931).ogg,Public domain,,,,,,Heterophonic,TEX.TYPE,1,medium
CLIP-8AE8FD72E093,modules/texture-trainer/audio/TT019.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 1 in C major, BWV 846",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_02_Fugue_No._1_in_C_major,_BWV_846.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-8B49137AE23A,modules/instrument-identifier/audio/II034.mp3,Rolla,Viola Sonatas Op. 3 (1),,,MusOpen,PD,,Sonata,Orchestral,VIOLA,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-8B6C21CC9D6F,modules/instrument-identifier/audio/II022.mp3,Bach,Double Violin Concerto,,,MusOpen,PD,Baroque,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-8BCC3B38A9BC,audio/piano/C4.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-8BD6BA2B1A8C,audio/piano/Cs4.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-8CB61A1C170B,modules/texture-trainer/audio/TT090.mp3,,Niccolò Paganini — Caprice No. 5 — Solo violin extract,,"David Hernando Vitores, violin",https://commons.wikimedia.org/wiki/File:Niccol%C3%B2_Paganini_-_Caprice_No.5_-_David_Hernando_Vitores.ogg,CC BY-SA 4.0,,,,,,Monophonic texture,TEX.TYPE,1,medium
CLIP-8CFD9EEB0A97,audio/piano/G3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-8D83A6ACE3AE,modules/texture-trainer/audio/TT028.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 11 in F major, BWV 856",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_22_Fugue_No._11_in_F_major,_BWV_856.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-8DB5B07D9E7C,modules/texture-trainer/audio/TT051.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 1 in C major, BWV 846",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_02_Fugue_No._1_in_C_major,_BWV_846.ogg",CC0 1.0,,Fugue,,,,Fugal polyphony,TEX.TYPE,1,high
CLIP-8E43AE73D1BB,modules/instrument-identifier/audio/II231.mp3,,2 Siciliano Rondeau Arr.,,,MusOpen,PD,,,Solo,TRUMPET,Brass,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-8EA1B2CF1363,modules/meter-master/audio/MTR012.mp3,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,,,,,,Beat-unit analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-8ED8CD53D031,audio/piano/B3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-907A4DEDEE62,audio/piano/A3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,3,high
CLIP-90B4A5F8F14E,audio/piano/G3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-90D319FF10FB,modules/instrument-identifier/audio/II173.mp3,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-91552C18FA1A,audio/piano/F3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-9199ADAC9AED,modules/instrument-identifier/audio/II251.mp3,,Oboe Concerto F minor,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-91DCB9FCDF66,audio/piano/C4.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-91DCEFDCA8D1,modules/melody-master/questions/mm012/MM012-audio.mp3,Mussorgsky,Pictures at an Exhibition,Extract 12,,Musopen,CC BY 3.0,Romantic,,,,,dictation,MEL.DICTATION.PITCH,2,medium
CLIP-9239BB7B2FB8,modules/instrument-identifier/audio/II189.mp3,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-92D39B274504,audio/piano/Fs3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-935E38FF6084,audio/piano/As3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-93D4FBD0B4EF,modules/texture-trainer/audio/TT136.mp3,,"Jonathan Little — Kyrie, Op. 5 for double choir",,Thomas Tallis Society Choir,https://commons.wikimedia.org/wiki/File:Kyrie_-_Jonathan_Little.ogg,CC BY-SA 3.0 / GFDL,,,,,,Texture feature,TEX.TYPE,1,medium
CLIP-93FE2168ED49,modules/instrument-identifier/audio/II233.mp3,,Concerto for Oboe and Orch.,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-94823CA72B44,audio/piano/F3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-94B6BA022D2E,modules/instrument-identifier/audio/II126.mp3,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-952610961D87,modules/instrument-identifier/audio/II227.mp3,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,Baroque,Sonata,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-9526FE4CA91F,modules/melody-master/audio/melodic-devices/MDA014.mp3,Johannes Brahms,"Symphony No. 4 in E minor, Op. 98",II. Andante moderato,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-956EBCC86656,audio/piano/E4.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-957481286263,audio/piano/Fs3.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-95C9E9D5DB99,modules/texture-trainer/audio/TT087.mp3,,"Claude Debussy — Syrinx, L. 129 — Solo flute extract",,"Sarah Bassingthwaite, flute",https://commons.wikimedia.org/wiki/File:Debussy_-_Syrinx.ogg,CC BY-SA 2.0 / EFF Open Audio License,,,,,,Monophonic texture,TEX.TYPE,1,medium
CLIP-9617A9CBBDF6,audio/piano/E4.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,13,high
CLIP-9712C9354F45,modules/instrument-identifier/audio/II039.mp3,Bach,Cello Suite No. 3 (2),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-974420A59B4B,audio/piano/Cs4.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,9,high
CLIP-983F7369A058,modules/texture-trainer/audio/TT128.mp3,,"J. S. Bach — Little Fugue in G minor, BWV 578",,Formanavt,https://commons.wikimedia.org/wiki/File:J.S.Bach_%E2%80%93_BWV_578.oga,Public domain dedication,,Fugue,,,,Advanced polyphonic,TEX.TYPE,1,high
CLIP-988026B56804,modules/instrument-identifier/audio/II149.mp3,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,Classical,Concerto,Orchestral,FRENCH HORN,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-98CFB28AD36A,audio/piano/Ds4.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-98EDF9E83533,modules/melody-master/audio/melodic-devices/MDA025.mp3,Joseph Haydn,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",I. Allegro moderato,Musopen String Quartet,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Chamber music,,,,Melodic device,MEL.DEVICE,1,high
CLIP-99D9878E6880,modules/meter-master/audio/MTR010.mp3,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,,,,,,Aural classification,RHY.METRE,2,high
CLIP-99F3317F092B,modules/instrument-identifier/audio/II066.mp3,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,Classical,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-99FBE1FD0A14,audio/piano/D3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,18,high
CLIP-9AE4E7B8D385,audio/piano/G3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-9B1F20CC2E1B,modules/meter-master/audio/MTR017.mp3,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,,,,,,Aural classification,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-9B48EF37C953,modules/instrument-identifier/audio/II145.mp3,Grossi,Trumpet Sonata Op. 3 No.12 (3),,,MusOpen,PD,,Sonata,Organ Accomp.,TRUMPET,Brass,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-9B7DC191D548,modules/meter-master/audio/MTR009.mp3,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,,,,,,Aural classification,RHY.METRE,2,high
CLIP-9C24177EBC6C,audio/piano/E3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-9CB54CB87688,modules/texture-trainer/audio/TT055.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — III. Courante",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Courante.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-9CD4C9A4E77C,modules/instrument-identifier/audio/II246.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-9D1468F68B61,modules/texture-trainer/audio/TT065.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — VI. Gigue",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Gigue.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-9D48CE95FB64,modules/instrument-identifier/audio/II185.mp3,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-9DC05B1C27FE,modules/meter-master/audio/MTR007.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,,,,,,Pulse analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-9E543D9B06A3,modules/instrument-identifier/audio/II075.mp3,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,Romantic,Sonata,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-9E5B9AD6F415,audio/piano/Fs3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-9F02382DF07F,audio/piano/C4.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-9F64B39F2162,modules/melody-master/audio/melodic-devices/MDA036.mp3,W. A. Mozart,"Symphony No. 40 in G minor, K.550",IV. Allegro assai,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-9FBBAF783F50,audio/piano/Gs3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-A0E13A5DCDD4,modules/texture-trainer/audio/TT080.mp3,,"W. A. Mozart — Symphony No. 40 in G minor, K.550 — IV. Allegro assai",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-A145F7F5BBD3,audio/piano/Cs3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-A14A3C09CC80,audio/piano/Cs3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-A22836756C52,audio/piano/Fs3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-A32519EB4523,modules/instrument-identifier/audio/II261.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-A35F15911744,audio/piano/E4.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
