clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-63398358FE34,audio/piano/B3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-63ADBD1F4739,modules/texture-trainer/audio/TT007.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007: Prelude",,John Michel,https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Prelude.ogg,CC BY-SA 3.0 (verify on source page before release),,Suite,,,,Monophonic,TEX.TYPE,1,high
CLIP-63EB450C8A35,modules/instrument-identifier/audio/II226.mp3,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,Baroque,Sonata,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-63F20BBFF32C,audio/piano/Cs4.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-646DD279B656,modules/instrument-identifier/audio/II010.mp3,Bach,Partita No.2 BWV 1004 (2),,,MusOpen,PD,Baroque,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-64E68253C4E7,audio/piano/B3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-64F03196836B,modules/instrument-identifier/audio/II082.mp3,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,Baroque,Sonata,Harpsichord,CELLO,Strings,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-654B85259F36,audio/piano/Ds3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-662A0A36D21F,audio/piano/F3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-662DDAF266D2,audio/piano/B3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-66B806EB191F,modules/texture-trainer/audio/TT067.mp3,,"Antonín Dvořák — String Quartet No. 12 in F major, Op. 96 ‘American’ — III. Molto vivace",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-670012110D20,modules/texture-trainer/audio/TT020.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 2 in C minor, BWV 847",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_04_Fugue_No._2_in_C_minor,_BWV_847.ogg",CC0 1.0,,Fugue,,,,Fugal imitation,TEX.TYPE,1,high
CLIP-67137DF9DBF8,modules/texture-trainer/audio/TT133.mp3,,Jachet of Mantua — O vos omnes,,dwsChorale,https://commons.wikimedia.org/wiki/File:Jachet_O_vos_omnes_sung_by_the_dwsChorale.ogg,CC BY-SA 3.0 / GFDL,,,,,,Advanced polyphonic,TEX.TYPE,1,medium
CLIP-676B3E4E8F81,audio/piano/A3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,13,high
CLIP-67C06A0F0AAE,audio/piano/E3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-68125E59E385,audio/piano/Cs4.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-684AD73F0177,modules/instrument-identifier/audio/II036.mp3,Schumann,Marchenbilder Op. 113,,,MusOpen,PD,Romantic,,Piano Accomp.,VIOLA,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-68515C29EA4B,audio/piano/Fs3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-6876B6152E9A,modules/instrument-identifier/audio/II120.mp3,,Op. 5 No.2 (2),,,MusOpen,PD,,,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-687AE37A5454,audio/piano/E3.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,17,high
CLIP-68AF0678FFE5,modules/instrument-identifier/audio/II167.mp3,,Clarinet Concerto,,,MusOpen,PD,,Concerto,Organ Accomp.,CLARINET,Woodwind,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-68BF4D7DE7B6,modules/melody-master/questions/mm008/MM008-audio.mp3,Grieg,"Peer Gynt Suite no. 1, Op. 46",I. Morning Mood,,Musopen,PDM 1.0,Romantic,Suite,,,,dictation,MEL.DICTATION.PITCH,4,high
CLIP-694D92D20D44,audio/piano/Ds4.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-695F200AB400,modules/texture-trainer/audio/TT083.mp3,,"J. S. Bach — Brandenburg Concerto No. 3 in G major, BWV 1048 — III. Allegro",,Advent Chamber Orchestra / performers listed on source page,https://commons.wikimedia.org/wiki/File:Bach_-_Brandenburg_Concerto_No._3_-_3._Allegro.ogg,CC BY-SA 2.0,,Concerto,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-696651300B16,modules/texture-trainer/audio/TT022.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 4 in C-sharp minor, BWV 849",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_08_Fugue_No._4_in_C-sharp_minor,_BWV_849.ogg",CC0 1.0,,Fugue,,,,Fugal imitation,TEX.TYPE,1,high
CLIP-69C5DDBCA026,modules/melody-master/questions/mm004/MM004-audio.mp3,Chopin,"Nocturne in E flat major, Op. 9 no. 2",Extract 4,,Musopen,PDM 1.0,Romantic,Character piece,,,,dictation,MEL.DICTATION.PITCH,3,high
CLIP-6A2DBC9520F9,audio/piano/F3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-6A58D561B588,audio/piano/E4.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-6A7A4F3B2195,audio/piano/Ds3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-6AB946BE1B1F,modules/texture-trainer/audio/TT026.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 9 in E major, BWV 854",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_18_Fugue_No._9_in_E_major,_BWV_854.ogg",CC0 1.0,,Fugue,,,,Fugal imitation,TEX.TYPE,1,high
CLIP-6ABC5EA44AD5,modules/melody-master/audio/melodic-devices/MDA026.mp3,Joseph Haydn,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",II. Adagio cantabile,Musopen String Quartet,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Chamber music,,,,Melodic device,MEL.DEVICE,1,high
CLIP-6ADE25AEDCAD,modules/instrument-identifier/audio/II069.mp3,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,Classical,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6AF32876910F,modules/instrument-identifier/audio/II055.mp3,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6B1DB1D7609F,modules/melody-master/audio/melodic-devices/MDA031.mp3,Felix Mendelssohn,"Symphony No. 4 in A major, Op. 90 ‘Italian’",III. Con moto moderato,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-6B2D2BBC123E,modules/instrument-identifier/audio/II161.mp3,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-6B7EA76D1048,audio/piano/Cs3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-6B89A21B0D72,audio/piano/As3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-6BF2F2634734,audio/piano/A3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,12,high
CLIP-6CC0D4E475C0,modules/melody-master/audio/melodic-devices/MDA029.mp3,Felix Mendelssohn,"Symphony No. 4 in A major, Op. 90 ‘Italian’",I. Allegro vivace,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-6D04F46E1D7B,modules/instrument-identifier/audio/II156.mp3,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-6D1916C62FBD,audio/piano/E3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,17,high
CLIP-6D3ECC75CAAA,modules/instrument-identifier/audio/II104.mp3,Bach,Suite No. 4 (3),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6DBD07286367,audio/piano/As3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-6DC88C922F42,modules/texture-trainer/audio/TT076.mp3,,"Edvard Grieg — Peer Gynt Suite No. 1, Op. 46 — IV. In the Hall of the Mountain King",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Suite,,,,Homophonic texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-6DE9B4950940,modules/instrument-identifier/audio/II089.mp3,,Cello Sonata Op.1 (2),,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6E037A9F9829,modules/instrument-identifier/audio/II209.mp3,,Allegro - Rondeau,,,MusOpen,PD,,,Solo,TRUMPET,Brass,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-6E4947E43E2D,modules/instrument-identifier/audio/II038.mp3,Schumann,Marchenbilder Op. 113,,,MusOpen,PD,Romantic,,Piano Accomp.,VIOLA,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-6EAA1B494D50,modules/instrument-identifier/audio/II068.mp3,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,Classical,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6EF758CCCD7A,modules/instrument-identifier/audio/II098.mp3,Chopin,Cello Sonata Op.65 (3),,,MusOpen,PD,Romantic,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-6F1A9E41BEF0,modules/melody-master/questions/mm007/MM007-audio.mp3,Clementi,Sonatina No. 1 in C major,III. Vivace,,Musopen,PDM 1.0,Classical,,,,,dictation,MEL.DICTATION.PITCH,4,medium
CLIP-6F84DEBB8645,modules/instrument-identifier/audio/II207.mp3,Bach,Partita BWV 1013 (3),,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-70308671E2D0,modules/instrument-identifier/audio/II128.mp3,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-707CC2BADEB8,audio/piano/E3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-7167B298FD6F,modules/texture-trainer/audio/TT100.mp3,,Mozart / choral tradition — Ave verum corpus,,Cwmbach Male Voice Choir,https://commons.wikimedia.org/wiki/File:Ave_verum_Corpus_-_Cwmbach_Male_Voice_Choir.ogg,CC BY-SA 3.0,,,,,,Homophonic,TEX.TYPE,1,medium
CLIP-71ED9B400FCD,modules/instrument-identifier/audio/II026.mp3,Dushkin,Sicilliene,,,MusOpen,PD,,,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-730CD7F09941,audio/piano/Ds3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-7351229D7951,modules/instrument-identifier/audio/II263.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-73D5EEB7A8ED,modules/instrument-identifier/audio/II172.mp3,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-73DC72BF2BFD,modules/instrument-identifier/audio/II138.mp3,Haydn,Trumpet Concerto HOB VIIe (2),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-741D54F5D5EF,audio/piano/C4.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-743C92F975FF,modules/instrument-identifier/audio/II087.mp3,,Cello Sonata Op.1 (2),,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-74FC499C1520,modules/instrument-identifier/audio/II253.mp3,,Oboe Concerto F minor,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-75330FED18CA,modules/instrument-identifier/audio/II162.mp3,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-75B603C7E7AC,audio/piano/As3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-75C20F2E0764,audio/piano/C4.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,33,high
CLIP-75E4EE2A0477,modules/texture-trainer/audio/TT021.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 3 in C-sharp major, BWV 848",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_06_Fugue_No._3_in_C-sharp_major,_BWV_848.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-75ECED611AA3,modules/texture-trainer/audio/TT099.mp3,,"J. S. Bach — Wachet auf, BWV 140 – Chorale 7",,MIT Concert Choir,https://commons.wikimedia.org/wiki/File:Bach_-_cantata_140._7._chorale.ogg,CC BY-SA 2.0,,,,,,Homophonic,TEX.TYPE,1,medium
CLIP-76114C61BAA6,audio/piano/Gs3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-7618D2ADFE4C,modules/instrument-identifier/audio/II123.mp3,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-76F3C12DA52A,audio/piano/Gs3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-777ADE752C1B,modules/melody-master/questions/mm002/MM002-audio.mp3,Mozart,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,,Musopen,PDM 1.0,Classical,Sonata,,,,dictation,MEL.DICTATION.PITCH,2,high
CLIP-77BA98ACC65E,audio/piano/E4.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-77C6B89FA7B3,audio/piano/C3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-77DE80019C0B,modules/instrument-identifier/audio/II188.mp3,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-7874532D3820,modules/instrument-identifier/audio/II057.mp3,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-78D1F8D9C0D8,modules/instrument-identifier/audio/II076.mp3,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,Romantic,Sonata,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-798FB76436FA,modules/instrument-identifier/audio/II136.mp3,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-7997EFBA03ED,modules/instrument-identifier/audio/II067.mp3,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,Classical,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-799CF8808BFA,audio/piano/C3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-79C31EDA9AEB,modules/meter-master/audio/MTR004.mp3,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,,,,,,Aural classification,RHY.METRE,2,high
CLIP-7A09D04064D8,audio/piano/D4.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,11,high
CLIP-7A107CA03634,audio/piano/Gs3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-7A57A0BD817D,modules/instrument-identifier/audio/II276.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-7A6D6357B1C2,modules/instrument-identifier/audio/II281.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-7A7904D88692,modules/texture-trainer/audio/TT024.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 7 in E-flat major, BWV 852",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_14_Fugue_No._7_in_E-flat_major,_BWV_852.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-7A8B0FCDD487,audio/piano/D3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-7AB1C3EBC27B,audio/piano/F3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
